R1B2_1,,,R1B2_2,,,R1B2_3,,,R1R2_1,,,R1R2_2,,,R1R2_3,,
Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse
sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm
1.49,51.91485,0.1240875,1.49,64.90072,0.124025,1.49,95.19259,0.12405,1.49,89.60088,0.1240375,1.49,71.66544,0.12405,1.49,73.57915,0.12405
1.5,52.56017,0.124925,1.5,65.34576,0.12485,1.5,95.7934,0.1249,1.5,90.06818,0.124875,1.5,72.24718,0.124875,1.5,74.13546,0.1248875
1.51,53.19595,0.12575,1.51,65.80988,0.1257,1.51,96.41012,0.1257375,1.51,90.54819,0.125725,1.51,72.82257,0.1257,1.51,74.67588,0.125725
1.52,53.82856,0.126575,1.52,66.27718,0.12655,1.52,97.05544,0.126575,1.52,91.03457,0.1265625,1.52,73.39796,0.126525,1.52,75.19722,0.12655
1.53,54.48659,0.1274125,1.53,66.72541,0.1274,1.53,97.73254,0.1274,1.53,91.50505,0.1274,1.53,73.9797,0.12735,1.53,75.70902,0.1274
1.54,55.1637,0.12825,1.54,67.18954,0.1282375,1.54,98.41919,0.128225,1.54,91.96917,0.1282125,1.54,74.57098,0.1282,1.54,76.22719,0.128225
1.55,55.85353,0.1290875,1.55,67.6918,0.129075,1.55,99.10583,0.1290625,1.55,92.45237,0.12905,1.55,75.16543,0.12905,1.55,76.75806,0.129075
1.56,56.53064,0.129925,1.56,68.20679,0.1299,1.56,99.7893,0.1299,1.56,92.97053,0.1298875,1.56,75.77261,0.1299,1.56,77.30484,0.1299
1.57,57.17913,0.130775,1.57,68.68998,0.130725,1.57,100.4505,0.130725,1.57,93.48551,0.130725,1.57,76.39567,0.1307375,1.57,77.84525,0.130725
1.58,57.82445,0.1316,1.58,69.15411,0.13155,1.58,101.0958,0.131575,1.58,93.99096,0.1315625,1.58,77.02192,0.1315625,1.58,78.38567,0.13155
1.59,58.48567,0.132425,1.59,69.62141,0.1323875,1.59,101.7475,0.1324125,1.59,94.48051,0.1324,1.59,77.62273,0.1324,1.59,78.93562,0.132375
1.6,59.16913,0.13325,1.6,70.09506,0.133225,1.6,102.4151,0.13325,1.6,94.96371,0.13325,1.6,78.18222,0.133225,1.6,79.49194,0.1332
1.61,59.84942,0.134075,1.61,70.58144,0.1340625,1.61,103.0922,0.134075,1.61,95.44054,0.1340875,1.61,78.7131,0.13405,1.61,80.03553,0.134025
1.62,60.51699,0.1348875,1.62,71.0837,0.1349,1.62,103.7757,0.1349125,1.62,95.92374,0.1349125,1.62,79.23762,0.1348875,1.62,80.54733,0.1348625
1.63,61.16867,0.1357125,1.63,71.61459,0.135725,1.63,104.4369,0.1357375,1.63,96.41329,0.13575,1.63,79.77486,0.135725,1.63,81.04324,0.1357
1.64,61.82671,0.1365375,1.64,72.15182,0.1365625,1.64,105.0822,0.13655,1.64,96.90285,0.1365625,1.64,80.31527,0.1365625,1.64,81.54869,0.13655
1.65,62.49746,0.137375,1.65,72.68587,0.1374,1.65,105.7307,0.137375,1.65,97.40829,0.1373875,1.65,80.84933,0.1374,1.65,82.06686,0.1373875
1.66,63.15867,0.138225,1.66,73.20722,0.138225,1.66,106.3824,0.1381875,1.66,97.92963,0.1382125,1.66,81.39928,0.1382375,1.66,82.59138,0.138225
1.67,63.80081,0.139075,1.67,73.71584,0.13905,1.67,107.0277,0.139025,1.67,98.46052,0.139025,1.67,81.95242,0.139075,1.67,83.09364,0.1390625
1.68,64.43342,0.1399125,1.68,74.21175,0.1398625,1.68,107.6539,0.1398625,1.68,98.99139,0.139875,1.68,82.5119,0.1399,1.68,83.5673,0.1398875
1.69,65.06284,0.1407375,1.69,74.70766,0.1406875,1.69,108.2897,0.1407125,1.69,99.52545,0.140725,1.69,83.07775,0.1407375,1.69,84.05685,0.1407125
1.7,65.72088,0.141575,1.7,75.20358,0.141525,1.7,108.9509,0.1415625,1.7,100.0563,0.1415625,1.7,83.63724,0.14155,1.7,84.56866,0.14155
1.71,66.41706,0.1424,1.71,75.7122,0.1423625,1.71,109.6249,0.1424,1.71,100.5808,0.1424,1.71,84.19037,0.142375,1.71,85.09954,0.1423875
1.72,67.12595,0.143225,1.72,76.2113,0.1432125,1.72,110.267,0.143225,1.72,101.0958,0.1432375,1.72,84.74032,0.1432,1.72,85.6336,0.1432125
1.73,67.81578,0.144075,1.73,76.68813,0.1440625,1.73,110.8932,0.1440625,1.73,101.6172,0.1440625,1.73,85.32206,0.1440375,1.73,86.17083,0.14405
1.74,68.48971,0.1449125,1.74,77.14272,0.1449,1.74,111.5576,0.144875,1.74,102.1576,0.1448875,1.74,85.92287,0.1448625,1.74,86.70489,0.1448875
1.75,69.15411,0.14575,1.75,77.6132,0.1457375,1.75,112.257,0.145725,1.75,102.7139,0.1457,1.75,86.53323,0.1457,1.75,87.22623,0.145725
1.76,69.8026,0.1465875,1.76,78.11864,0.1465625,1.76,112.9373,0.1465625,1.76,103.2607,0.14655,1.76,87.14358,0.1465625,1.76,87.71578,0.1465625
1.77,70.44474,0.147425,1.77,78.64634,0.1473875,1.77,113.5858,0.1474,1.77,103.7947,0.1474,1.77,87.74122,0.1474,1.77,88.18626,0.1474
1.78,71.10914,0.1482625,1.78,79.16769,0.148225,1.78,114.2057,0.1482375,1.78,104.3193,0.148225,1.78,88.32296,0.1482375,1.78,88.65038,0.148225
1.79,71.79896,0.1490875,1.79,79.67313,0.14905,1.79,114.8224,0.1490625,1.79,104.8565,0.1490625,1.79,88.90788,0.1490625,1.79,89.13358,0.14905
1.8,72.46971,0.1499125,1.8,80.15951,0.1499,1.8,115.4582,0.1499125,1.8,105.416,0.1499,1.8,89.51823,0.1499,1.8,89.63585,0.149875
1.81,73.12139,0.1507375,1.81,80.63634,0.1507375,1.81,116.1257,0.1507375,1.81,105.9977,0.1507375,1.81,90.13494,0.150725,1.81,90.1254,0.1507
1.82,73.77625,0.1515625,1.82,81.13226,0.151575,1.82,116.7965,0.151575,1.82,106.5922,0.151575,1.82,90.73576,0.1515625,1.82,90.58952,0.1515375
1.83,74.44382,0.1523875,1.83,81.65359,0.1524125,1.83,117.4641,0.1524,1.83,107.1993,0.1524,1.83,91.31113,0.1524,1.83,91.02503,0.152375
1.84,75.11139,0.1532125,1.84,82.18447,0.1532375,1.84,118.1253,0.153225,1.84,107.8256,0.153225,1.84,91.88652,0.1532375,1.84,91.46372,0.1532125
1.85,75.7885,0.15405,1.85,82.6931,0.154075,1.85,118.7738,0.1540375,1.85,108.4773,0.1540625,1.85,92.46826,0.154075,1.85,91.91195,0.1540625
1.86,76.46561,0.1548875,1.86,83.21444,0.1549,1.86,119.4,0.1548625,1.86,109.148,0.154875,1.86,93.05954,0.1549125,1.86,92.38243,0.1549125
1.87,77.14272,0.155725,1.87,83.74532,0.1557125,1.87,120.0294,0.1556875,1.87,109.8251,0.1557125,1.87,93.64128,0.15575,1.87,92.86245,0.1557375
1.88,77.81982,0.156575,1.88,84.28574,0.1565375,1.88,120.6938,0.156525,1.88,110.5086,0.1565625,1.88,94.21667,0.156575,1.88,93.33292,0.1565625
1.89,78.50647,0.1574125,1.89,84.81026,0.1573625,1.89,121.3646,0.157375,1.89,111.1889,0.1574125,1.89,94.8143,0.1574125,1.89,93.79705,0.1573875
1.9,79.19312,0.15825,1.9,85.3316,0.1581875,1.9,122.0258,0.158225,1.9,111.866,0.15825,1.9,95.42783,0.158225,1.9,94.28342,0.158225
1.91,79.88612,0.159075,1.91,85.86248,0.159025,1.91,122.6679,0.1590625,1.91,112.5526,0.1590875,1.91,96.035,0.1590375,1.91,94.77615,0.15905
1.92,80.56641,0.1599,1.92,86.40289,0.1598625,1.92,123.3133,0.1599,1.92,113.2679,0.159925,1.92,96.60085,0.1598625,1.92,95.24345,0.1598875
1.93,81.24033,0.1607375,1.93,86.92106,0.1607125,1.93,123.9649,0.160725,1.93,113.999,0.16075,1.93,97.12219,0.1606875,1.93,95.68214,0.160725
1.94,81.90473,0.161575,1.94,87.43286,0.16155,1.94,124.6166,0.16155,1.94,114.7429,0.161575,1.94,97.63082,0.161525,1.94,96.12083,0.1615625
1.95,82.59773,0.1624125,1.95,87.96374,0.1623875,1.95,125.2556,0.1624,1.95,115.4582,0.1624,1.95,98.17759,0.1623625,1.95,96.59449,0.1624125
1.96,83.31617,0.1632625,1.96,88.50416,0.1632125,1.96,125.8755,0.163225,1.96,116.1448,0.1632375,1.96,98.76251,0.1632125,1.96,97.0904,0.1632375
1.97,84.02189,0.1641,1.97,89.06046,0.16405,1.97,126.4827,0.1640625,1.97,116.7965,0.1640625,1.97,99.36333,0.1640625,1.97,97.58631,0.164075
1.98,84.6831,0.1649375,1.98,89.61359,0.1648875,1.98,127.0993,0.1649,1.98,117.445,0.1649,1.98,99.96096,0.1649,1.98,98.05997,0.1648875
1.99,85.30935,0.165775,1.99,90.15401,0.165725,1.99,127.7447,0.16575,1.99,118.1157,0.165725,1.99,100.5363,0.165725,1.99,98.52091,0.1657125
2,85.96738,0.1666,2,90.67535,0.16655,2,128.4122,0.1665875,2,118.8342,0.1665625,2,101.0927,0.16655,2,98.96597,0.1665375
2.01,86.65085,0.167425,2.01,91.19669,0.1673875,2.01,129.0735,0.167425,2.01,119.5717,0.1674,2.01,101.6585,0.167375,2.01,99.41101,0.1673625
2.02,87.33749,0.1682375,2.02,91.73075,0.168225,2.02,129.7251,0.16825,2.02,120.2838,0.1682375,2.02,102.2434,0.168225,2.02,99.87513,0.1682
2.03,88.00188,0.1690625,2.03,92.27753,0.169075,2.03,130.3768,0.169075,2.03,120.9641,0.16905,2.03,102.8283,0.16905,2.03,100.3488,0.16905
2.04,88.65038,0.1698875,2.04,92.82112,0.1699,2.04,131.0221,0.1699,2.04,121.6284,0.1698875,2.04,103.3942,0.1698875,2.04,100.8129,0.1699
2.05,89.29571,0.170725,2.05,93.35836,0.1707375,2.05,131.6547,0.170725,2.05,122.2992,0.1707,2.05,103.9569,0.1707375,2.05,101.2834,0.1707375
2.06,89.95692,0.1715625,2.06,93.89242,0.1715625,2.06,132.2715,0.1715375,2.06,122.9922,0.171525,2.06,104.5227,0.171575,2.06,101.7602,0.171575
2.07,90.63403,0.172425,2.07,94.43283,0.172375,2.07,132.8818,0.1723625,2.07,123.7043,0.17235,2.07,105.0981,0.1724125,2.07,102.2275,0.1724125
2.08,91.32067,0.1732625,2.08,94.97961,0.1732,2.08,133.5049,0.1732125,2.08,124.41,0.1732,2.08,105.6989,0.1732375,2.08,102.698,0.173225
2.09,92.0105,0.1740875,2.09,95.51048,0.174025,2.09,134.1438,0.1740625,2.09,125.0966,0.17405,2.09,106.3251,0.1740625,2.09,103.1748,0.17405
2.1,92.69714,0.1749125,2.1,96.035,0.17485,2.1,134.8019,0.1749125,2.1,125.7706,0.1749,2.1,106.9482,0.1748875,2.1,103.6517,0.1749
2.11,93.3679,0.1757375,2.11,96.55634,0.1756875,2.11,135.4726,0.1757375,2.11,126.4572,0.17575,2.11,107.5427,0.1757125,2.11,104.119,0.175725
2.12,94.03864,0.1765625,2.12,97.08086,0.176525,2.12,136.1497,0.176575,2.12,127.1852,0.176575,2.12,108.1149,0.1765375,2.12,104.5736,0.1765625
2.13,94.72847,0.1774125,2.13,97.62128,0.1773875,2.13,136.8332,0.1774,2.13,127.9163,0.1774125,2.13,108.6744,0.17735,2.13,105.0123,0.1774
2.14,95.4183,0.17825,2.14,98.17759,0.178225,2.14,137.5008,0.1782125,2.14,128.6093,0.1782375,2.14,109.2466,0.1782,2.14,105.4478,0.178225
2.15,96.10494,0.1790875,2.15,98.71801,0.1790625,2.15,138.1366,0.17905,2.15,129.261,0.17905,2.15,109.8251,0.1790375,2.15,105.8801,0.1790625
2.16,96.78205,0.179925,2.16,99.24889,0.1798875,2.16,138.7533,0.1798875,2.16,129.9254,0.1799125,2.16,110.4228,0.1798875,2.16,106.3251,0.1799
2.17,97.46552,0.1807625,2.17,99.76705,0.1807125,2.17,139.3795,0.1807375,2.17,130.6343,0.1807375,2.17,111.014,0.180725,2.17,106.7766,0.180725
2.18,98.15216,0.1816,2.18,100.2884,0.18155,2.18,140.0089,0.1815625,2.18,131.3559,0.1815625,2.18,111.599,0.1815625,2.18,107.2311,0.18155
2.19,98.82291,0.1824375,2.19,100.8256,0.1823875,2.19,140.6352,0.1824125,2.19,132.0648,0.1824125,2.19,112.1902,0.1823875,2.19,107.6984,0.1823625
2.2,99.48412,0.1832625,2.2,101.3851,0.183225,2.2,141.2582,0.18325,2.2,132.761,0.18325,2.2,112.7752,0.1832125,2.2,108.1657,0.1831875
2.21,100.1422,0.1840875,2.21,101.97,0.1840625,2.21,141.8845,0.184075,2.21,133.4476,0.184075,2.21,113.3633,0.18405,2.21,108.6235,0.1840125
2.22,100.8097,0.1849125,2.22,102.5518,0.1849125,2.22,142.5298,0.1849125,2.22,134.1248,0.1849,2.22,113.9418,0.1848875,2.22,109.0844,0.1848375
2.23,101.49,0.1857375,2.23,103.0922,0.18575,2.23,143.191,0.1857375,2.23,134.7955,0.1857375,2.23,114.514,0.185725,2.23,109.539,0.1856875
2.24,102.1735,0.1865625,2.24,103.604,0.1865875,2.24,143.8332,0.1865625,2.24,135.4726,0.18655,2.24,115.0894,0.1865625,2.24,109.9841,0.186525
2.25,102.8442,0.1874125,2.25,104.119,0.1874125,2.25,144.4499,0.1874,2.25,136.1561,0.1873625,2.25,115.6712,0.1874125,2.25,110.4323,0.187375
2.26,103.5277,0.1882625,2.26,104.6499,0.1882375,2.26,145.057,0.1882125,2.26,136.8586,0.1881875,2.26,116.2465,0.18825,2.26,110.9028,0.1882125
2.27,104.2143,0.1891,2.27,105.1935,0.1890625,2.27,145.642,0.18905,2.27,137.5643,0.1890125,2.27,116.8315,0.1890875,2.27,111.386,0.18905
2.28,104.9074,0.1899375,2.28,105.7243,0.189875,2.28,146.2396,0.1899,2.28,138.2669,0.18985,2.28,117.4355,0.1899125,2.28,111.8787,0.1898875
2.29,105.5876,0.190775,2.29,106.2298,0.1907,2.29,146.869,0.19075,2.29,138.944,0.1907,2.29,118.049,0.1907375,2.29,112.3683,0.1907125
2.3,106.2711,0.1916,2.3,106.7352,0.1915375,2.3,147.5271,0.1915875,2.3,139.6116,0.1915375,2.3,118.653,0.1915625,2.3,112.8515,0.1915625
2.31,106.9514,0.192425,2.31,107.2756,0.192375,2.31,148.1819,0.192425,2.31,140.2887,0.192375,2.31,119.2315,0.1923875,2.31,113.341,0.1923875
2.32,107.619,0.19325,2.32,107.8351,0.193225,2.32,148.8304,0.1932625,2.32,140.9912,0.1932125,2.32,119.7974,0.1932125,2.32,113.821,0.193225
2.33,108.2802,0.1940875,2.33,108.3755,0.1940625,2.33,149.4725,0.194075,2.33,141.6969,0.19405,2.33,120.3728,0.1940375,2.33,114.282,0.1940625
2.34,108.9382,0.1949125,2.34,108.881,0.1949,2.34,150.102,0.1949,2.34,142.3931,0.194875,2.34,120.945,0.194875,2.34,114.7302,0.1949125
2.35,109.6026,0.19575,2.35,109.3706,0.1957375,2.35,150.7282,0.1957375,2.35,143.0766,0.195725,2.35,121.5045,0.1957125,2.35,115.1752,0.19575
2.36,110.2924,0.196575,2.36,109.8601,0.1965625,2.36,151.3545,0.196575,2.36,143.7569,0.1965625,2.36,122.0671,0.1965625,2.36,115.6267,0.196575
2.37,110.9886,0.1974125,2.37,110.3655,0.197375,2.37,151.9712,0.1974,2.37,144.4467,0.1973875,2.37,122.633,0.1974,2.37,116.1003,0.1974125
2.38,111.6657,0.19825,2.38,110.8932,0.1982125,2.38,152.5943,0.1982375,2.38,145.1206,0.198225,2.38,123.2147,0.1982375,2.38,116.5803,0.198225
2.39,112.311,0.199075,2.39,111.4114,0.1990625,2.39,153.2046,0.199075,2.39,145.785,0.199075,2.39,123.8155,0.1990625,2.39,117.0603,0.19905
2.4,112.9468,0.1999,2.4,111.9137,0.1999,2.4,153.8213,0.1999,2.4,146.4494,0.1999125,2.4,124.4259,0.1998875,2.4,117.5467,0.199875
2.41,113.6049,0.2007375,2.41,112.3969,0.200725,2.41,154.4285,0.2007375,2.41,147.1329,0.20075,2.41,125.0076,0.2007125,2.41,118.0236,0.2006875
2.42,114.2629,0.20155,2.42,112.8991,0.2015625,2.42,155.0388,0.2015625,2.42,147.8291,0.201575,2.42,125.5512,0.2015625,2.42,118.4813,0.201525
2.43,114.9019,0.202375,2.43,113.4141,0.2024,2.43,155.6587,0.2023875,2.43,148.5221,0.2024125,2.43,126.0821,0.2023875,2.43,118.9391,0.2023625
2.44,115.544,0.2032125,2.44,113.9228,0.2032375,2.44,156.2818,0.2032125,2.44,149.1896,0.2032375,2.44,126.6225,0.203225,2.44,119.4159,0.2032125
2.45,116.1766,0.20405,2.45,114.4218,0.204075,2.45,156.8921,0.2040375,2.45,149.8508,0.20405,2.45,127.1852,0.2040625,2.45,119.8896,0.2040625
2.46,116.8283,0.2049,2.46,114.9241,0.2049,2.46,157.5025,0.2048625,2.46,150.5216,0.204875,2.46,127.7701,0.2049125,2.46,120.3473,0.2049
2.47,117.4959,0.20575,2.47,115.4232,0.2057375,2.47,158.1192,0.2057,2.47,151.1987,0.2057,2.47,128.3709,0.20575,2.47,120.7987,0.205725
2.48,118.1666,0.2066,2.48,115.9382,0.20655,2.48,158.7359,0.2065375,2.48,151.8726,0.2065375,2.48,128.9813,0.2065875,2.48,121.2438,0.20655
2.49,118.8246,0.207425,2.49,116.4595,0.207375,2.49,159.3463,0.2073875,2.49,152.537,0.207375,2.49,129.5884,0.2074125,2.49,121.692,0.207375
2.5,119.47,0.2082625,2.5,116.984,0.2082125,2.5,159.9598,0.2082375,2.5,153.1982,0.208225,2.5,130.1829,0.2082375,2.5,122.153,0.2082125
2.51,120.1057,0.2090875,2.51,117.4959,0.20905,2.51,160.5765,0.2090875,2.51,153.8754,0.2090625,2.51,130.7646,0.20905,2.51,122.6107,0.2090625
2.52,120.7542,0.2099125,2.52,118.0045,0.2099125,2.52,161.1805,0.2099125,2.52,154.5588,0.2099,2.52,131.34,0.209875,2.52,123.0812,0.2099
2.53,121.425,0.2107625,2.53,118.5195,0.21075,2.53,161.7813,0.2107375,2.53,155.2518,0.210725,2.53,131.9122,0.2107125,2.53,123.5517,0.21075
2.54,122.118,0.2115875,2.54,119.0599,0.2115875,2.54,162.379,0.2115625,2.54,155.9321,0.21155,2.54,132.4685,0.21155,2.54,124.0158,0.2115875
2.55,122.8396,0.212425,2.55,119.6003,0.212425,2.55,162.9734,0.2124,2.55,156.6092,0.212375,2.55,133.0121,0.2124125,2.55,124.4863,0.212425
2.56,123.5708,0.2132625,2.56,120.128,0.21325,2.56,163.5774,0.2132375,2.56,157.2863,0.2132125,2.56,133.5843,0.21325,2.56,124.9599,0.2132625
2.57,124.2828,0.2141,2.57,120.6303,0.2140625,2.57,164.1814,0.2140625,2.57,157.9539,0.21405,2.57,134.1756,0.2140875,2.57,125.4209,0.2140875
2.58,124.9345,0.214925,2.58,121.1484,0.2149,2.58,164.7886,0.2149125,2.58,158.6215,0.214875,2.58,134.7669,0.214925,2.58,125.8818,0.2149125
2.59,125.5608,0.2157625,2.59,121.6888,0.2157375,2.59,165.3957,0.21575,2.59,159.2922,0.215725,2.59,135.3423,0.21575,2.59,126.3491,0.2157375
2.6,126.1838,0.2165875,2.6,122.2324,0.2165625,2.6,166.0093,0.216575,2.6,159.9598,0.2165625,2.6,135.924,0.216575,2.6,126.826,0.21655
2.61,126.826,0.2174125,2.61,122.7824,0.2173875,2.61,166.6133,0.2174125,2.61,160.6115,0.2174125,2.61,136.493,0.2174,2.61,127.2964,0.217375
2.62,127.4681,0.218225,2.62,123.3451,0.218225,2.62,167.1982,0.2182375,2.62,161.2536,0.2182375,2.62,137.0652,0.2182375,2.62,127.751,0.2182125
2.63,128.1039,0.21905,2.63,123.9141,0.2190625,2.63,167.7672,0.2190625,2.63,161.9053,0.2190625,2.63,137.6502,0.2190625,2.63,128.2183,0.2190625
2.64,128.7333,0.219875,2.64,124.4863,0.2199,2.64,168.3299,0.2198875,2.64,162.5792,0.2198875,2.64,138.2732,0.2199,2.64,128.7142,0.2199125
2.65,129.3818,0.2207,2.65,125.0426,0.220725,2.65,168.8862,0.2207,2.65,163.2627,0.2207,2.65,138.8995,0.2207375,2.65,129.2133,0.22075
2.66,130.0367,0.22155,2.66,125.583,0.22155,2.66,169.4648,0.221525,2.66,163.9462,0.2215375,2.66,139.5035,0.2215625,2.66,129.6902,0.2215875
2.67,130.6852,0.2223875,2.67,126.0916,0.222375,2.67,170.0783,0.22235,2.67,164.6201,0.2223625,2.67,140.082,0.2224,2.67,130.1638,0.2224125
2.68,131.3305,0.2232375,2.68,126.6034,0.2232,2.68,170.695,0.2231875,2.68,165.294,0.2232,2.68,140.6352,0.223225,2.68,130.6693,0.2232375
2.69,132.014,0.224075,2.69,127.1534,0.224025,2.69,171.2799,0.2240375,2.69,165.9616,0.2240375,2.69,141.1915,0.22405,2.69,131.2001,0.22405
2.7,132.7101,0.2249,2.7,127.7383,0.22485,2.7,171.8553,0.224875,2.7,166.626,0.2248875,2.7,141.7764,0.224875,2.7,131.7151,0.2248875
2.71,133.3809,0.225725,2.71,128.3296,0.2257,2.71,172.4275,0.2257125,2.71,167.284,0.2257375,2.71,142.3899,0.2257,2.71,132.1952,0.225725
2.72,134.0294,0.2265625,2.72,128.8923,0.22655,2.72,172.9933,0.2265625,2.72,167.9357,0.2265625,2.72,143.0066,0.2265375,2.72,132.6497,0.22655
2.73,134.6652,0.2274125,2.73,129.4231,0.2274,2.73,173.5592,0.2273875,2.73,168.581,0.2273875,2.73,143.582,0.2273625,2.73,133.1361,0.2273875
2.74,135.3073,0.22825,2.74,129.9636,0.2282375,2.74,174.16,0.2282,2.74,169.2486,0.2282125,2.74,144.1224,0.2282,2.74,133.6384,0.2282125
2.75,135.9622,0.2290875,2.75,130.5389,0.229075,2.75,174.764,0.2290625,2.75,169.9448,0.22905,2.75,144.647,0.22905,2.75,134.1311,0.22905
2.76,136.6266,0.229925,2.76,131.1239,0.2299,2.76,175.3521,0.2299,2.76,170.6282,0.229875,2.76,145.1683,0.2299,2.76,134.6048,0.2298875
2.77,137.2878,0.2307625,2.77,131.7247,0.230725,2.77,175.9021,0.2307375,2.77,171.2799,0.2307125,2.77,145.7087,0.2307375,2.77,135.0911,0.2307125
2.78,137.9331,0.2316,2.78,132.3318,0.2315625,2.78,176.4584,0.231575,2.78,171.9062,0.23155,2.78,146.2777,0.231575,2.78,135.5902,0.23155
2.79,138.5752,0.2324375,2.79,132.9263,0.2324,2.79,177.0147,0.2324125,2.79,172.526,0.2323875,2.79,146.869,0.2324,2.79,136.0734,0.232375
2.8,139.2206,0.2332625,2.8,133.4985,0.2332375,2.8,177.5901,0.23325,2.8,173.1586,0.233225,2.8,147.4762,0.2332375,2.8,136.5503,0.2332
2.81,139.869,0.2340875,2.81,134.0548,0.234075,2.81,178.175,0.2340875,2.81,173.8103,0.2340625,2.81,148.0929,0.2340625,2.81,137.0239,0.234025
2.82,140.5112,0.2349,2.82,134.6207,0.2349125,2.82,178.7758,0.234925,2.82,174.4715,0.2348875,2.82,148.7096,0.2349125,2.82,137.5039,0.2348625
2.83,141.1502,0.235725,2.83,135.2151,0.23575,2.83,179.3988,0.23575,2.83,175.1232,0.235725,2.83,149.3009,0.2357375,2.83,137.9776,0.2357
2.84,141.7923,0.23655,2.84,135.8382,0.236575,2.84,180.0092,0.2365625,2.84,175.759,0.23655,2.84,149.8604,0.236575,2.84,138.4385,0.23655
2.85,142.4281,0.2373875,2.85,136.4581,0.2374,2.85,180.5909,0.2373875,2.85,176.4107,0.237375,2.85,150.4326,0.2374125,2.85,138.8931,0.2374
2.86,143.0448,0.238225,2.86,137.0907,0.238225,2.86,181.1504,0.2382125,2.86,177.0878,0.2382,2.86,151.0366,0.23825,2.86,139.3477,0.23825
2.87,143.6456,0.239075,2.87,137.7169,0.23905,2.87,181.7004,0.2390375,2.87,177.7713,0.239025,2.87,151.6374,0.239075,2.87,139.8246,0.239075
2.88,144.2496,0.2399125,2.88,138.3336,0.239875,2.88,182.2472,0.239875,2.88,178.4388,0.2398625,2.88,152.216,0.2399125,2.88,140.3014,0.2398875
2.89,144.8695,0.24075,2.89,138.9249,0.2406875,2.89,182.7876,0.2407125,2.89,179.0746,0.2407125,2.89,152.8009,0.2407375,2.89,140.7719,0.2407125
2.9,145.5212,0.241575,2.9,139.5003,0.2415125,2.9,183.328,0.2415625,2.9,179.685,0.2415625,2.9,153.4112,0.2415625,2.9,141.2233,0.2415625
2.91,146.1919,0.2424,2.91,140.082,0.24235,2.91,183.862,0.2424,2.91,180.308,0.2424125,2.91,154.0089,0.242375,2.91,141.662,0.2424
2.92,146.8658,0.243225,2.92,140.6765,0.2431875,2.92,184.4152,0.2432375,2.92,180.9343,0.2432375,2.92,154.5842,0.2432,2.92,142.1165,0.243225
2.93,147.5112,0.244075,2.93,141.3027,0.2440375,2.93,184.981,0.2440625,2.93,181.5605,0.2440625,2.93,155.1533,0.2440125,2.93,142.6125,0.2440625
2.94,148.1374,0.2449,2.94,141.9449,0.244875,2.94,185.5405,0.244875,2.94,182.1963,0.2449,2.94,155.735,0.24485,2.94,143.1306,0.2449
2.95,148.77,0.2457375,2.95,142.5902,0.2457125,2.95,186.0873,0.245725,2.95,182.8416,0.2457125,2.95,156.3104,0.2457,2.95,143.652,0.2457375
2.96,149.4153,0.246575,2.96,143.2387,0.2465375,2.96,186.6277,0.24655,2.96,183.4838,0.2465625,2.96,156.9017,0.2465375,2.96,144.1479,0.246575
2.97,150.0734,0.2474125,2.97,143.8745,0.247375,2.97,187.1967,0.2473875,2.97,184.1195,0.2474,2.97,157.4993,0.2473875,2.97,144.5961,0.2474
2.98,150.7187,0.2482625,2.98,144.5007,0.248225,2.98,187.788,0.248225,2.98,184.7585,0.2482375,2.98,158.0906,0.248225,2.98,145.0221,0.248225
2.99,151.3418,0.2490875,2.99,145.1206,0.2490625,2.99,188.3698,0.2490625,2.99,185.3943,0.249075,2.99,158.6755,0.2490625,2.99,145.4512,0.24905
3,151.9585,0.249925,3,145.7373,0.2498875,3,188.9197,0.2499125,3,186.0301,0.2499125,3,159.2827,0.249875,3,145.909,0.249875
3.01,152.5688,0.2507375,3.01,146.3636,0.2507375,3.01,189.4442,0.2507375,3.01,186.6881,0.2507375,3.01,159.9121,0.2507125,3.01,146.4113,0.2507
3.02,153.1792,0.2515625,3.02,147.0057,0.251575,3.02,189.9656,0.251575,3.02,187.3334,0.2515875,3.02,160.5288,0.2515625,3.02,146.9104,0.251525
3.03,153.7895,0.2523875,3.03,147.6574,0.2524125,3.03,190.4869,0.2524,3.03,187.966,0.2524125,3.03,161.1042,0.2523875,3.03,147.3967,0.252375
3.04,154.4221,0.2532125,3.04,148.325,0.25325,3.04,191.0178,0.253225,3.04,188.57,0.2532375,3.04,161.6573,0.253225,3.04,147.8513,0.253225
3.05,155.0484,0.25405,3.05,148.983,0.2540875,3.05,191.5359,0.2540375,3.05,189.1772,0.25405,3.05,162.2264,0.254075,3.05,148.3059,0.2540625
3.06,155.6492,0.2549,3.06,149.6188,0.2549125,3.06,192.0414,0.254875,3.06,189.8003,0.254875,3.06,162.824,0.254925,3.06,148.7954,0.2549
3.07,156.2373,0.25575,3.07,150.245,0.255725,3.07,192.5532,0.2557,3.07,190.4361,0.2557,3.07,163.428,0.25575,3.07,149.3104,0.2557375
3.08,156.8317,0.2565875,3.08,150.8649,0.25655,3.08,193.119,0.25655,3.08,191.0782,0.25655,3.08,164.0256,0.256575,3.08,149.8318,0.2565625
