"CuivreC1",,,,"CuivreC1+N",,,,"AcierC70",,,
"Temps","Force","Stroke","Ext.1","Temps","Force","Stroke","Ext.1","Temps","Force","Stroke","Ext.1"
"sec","N","mm","mm","sec","N","mm","mm","sec","N","mm","mm"
"2.07","946.3628","0.1723875","0.01392365","2.07","740.8842","0.1724","0.01392365","2.07","490.8975","0.1724","0.003941854"
"2.08","950.1489","0.173225","0.01430511","2.08","742.5149","0.173225","0.01392365","2.08","492.3566","0.1732375","0.003560384"
"2.09","953.9604","0.174075","0.01468658","2.09","744.1171","0.1740375","0.01392365","2.09","493.803","0.1740625","0.003560384"
"2.1","957.7592","0.1749","0.01506805","2.1","745.6525","0.1748875","0.01392365","2.1","495.2272","0.1748875","0.003941854"
"2.11","961.5644","0.175725","0.0155131","2.11","747.1561","0.175725","0.01430511","2.11","496.6418","0.1757125","0.003941854"
"2.12","965.3823","0.17655","0.0155131","2.12","748.6534","0.1765625","0.01430511","2.12","498.0564","0.1765375","0.003560384"
"2.13","969.1874","0.1773875","0.0155131","2.13","750.1475","0.1774","0.01430511","2.13","499.4456","0.1773625","0.003560384"
"2.14","972.9194","0.1782125","0.01589457","2.14","751.6543","0.1782375","0.01392365","2.14","500.7998","0.1781875","0.003560384"
"2.15","976.572","0.1790375","0.01589457","2.15","753.1898","0.1790875","0.01430511","2.15","502.1286","0.1790375","0.003560384"
"2.16","980.2087","0.179875","0.01627604","2.16","754.7665","0.1799125","0.01430511","2.16","503.4574","0.1798875","0.003941854"
"2.17","983.8867","0.180725","0.01710256","2.17","756.3464","0.1807375","0.01430511","2.17","504.8211","0.1807375","0.003941854"
"2.18","987.6061","0.181575","0.01710256","2.18","757.9009","0.1815625","0.01430511","2.18","506.2294","0.181575","0.003560384"
"2.19","991.319","0.1824125","0.01710256","2.19","759.4236","0.1823875","0.01430511","2.19","507.6854","0.1824125","0.003560384"
"2.2","995.0383","0.18325","0.01710256","2.2","760.8986","0.1832125","0.01430511","2.2","509.1445","0.18325","0.003560384"
"2.21","998.7863","0.1840625","0.01672109","2.21","762.3323","0.184025","0.01468658","2.21","510.5845","0.184075","0.003560384"
"2.22","1002.553","0.1848875","0.01672109","2.22","763.7374","0.1848625","0.01468658","2.22","512.0087","0.1849","0.003941854"
"2.23","1006.317","0.185725","0.01710256","2.23","765.152","0.1857125","0.01468658","2.23","513.4233","0.1857375","0.003560384"
"2.24","1010.056","0.18655","0.01710256","2.24","766.6016","0.1865625","0.01468658","2.24","514.8284","0.186575","0.003941854"
"2.25","1013.759","0.1873875","0.01748403","2.25","768.0925","0.1874","0.01468658","2.25","516.2017","0.1874125","0.003941854"
"2.26","1017.424","0.188225","0.01831055","2.26","769.6215","0.1882375","0.01468658","2.26","517.5559","0.18825","0.003941854"
"2.27","1021.083","0.1890625","0.01907349","2.27","771.1792","0.1890625","0.01468658","2.27","518.9355","0.1890875","0.003941854"
"2.28","1024.764","0.1898875","0.01945496","2.28","772.7241","0.1898875","0.0155131","2.28","520.3342","0.189925","0.004768372"
"2.29","1028.477","0.190725","0.01907349","2.29","774.2087","0.1907125","0.0155131","2.29","521.7393","0.19075","0.004323324"
"2.3","1032.213","0.1915625","0.01869202","2.3","775.6392","0.1915625","0.0155131","2.3","523.1412","0.191575","0.003941854"
"2.31","1035.954","0.1923875","0.01748403","2.31","777.0538","0.1924","0.0155131","2.31","524.5527","0.1924","0.003560384"
"2.32","1039.699","0.1932125","0.01710256","2.32","778.4684","0.1932375","0.0155131","2.32","525.9355","0.1932125","0.003560384"
"2.33","1043.428","0.19405","0.01710256","2.33","779.8862","0.194075","0.01589457","2.33","527.2897","0.1940375","0.003560384"
"2.34","1047.103","0.194875","0.01672109","2.34","781.3326","0.1949125","0.0155131","2.34","528.6217","0.19485","0.003560384"
"2.35","1050.743","0.1956875","0.01672109","2.35","782.7918","0.19575","0.01589457","2.35","529.9568","0.1956875","0.003941854"
"2.36","1054.354","0.1965375","0.01748403","2.36","784.2509","0.1965875","0.01627604","2.36","531.311","0.1965375","0.003941854"
"2.37","1057.984","0.1974","0.01748403","2.37","785.7005","0.1974125","0.01589457","2.37","532.6748","0.1973875","0.003941854"
"2.38","1061.653","0.1982375","0.01748403","2.38","787.1469","0.1982375","0.01627604","2.38","534.0544","0.198225","0.003941854"
"2.39","1065.35","0.199075","0.0178655","2.39","788.5615","0.1990625","0.01627604","2.39","535.4531","0.19905","0.003178914"
"2.4","1069.075","0.199925","0.0178655","2.4","789.9507","0.199875","0.01627604","2.4","536.8837","0.199875","0.003178914"
"2.41","1072.817","0.20075","0.01831055","2.41","791.324","0.2007","0.01710256","2.41","538.311","0.2007","0.003560384"
"2.42","1076.574","0.201575","0.01869202","2.42","792.7068","0.2015375","0.01672109","2.42","539.7129","0.2015375","0.003178914"
"2.43","1080.313","0.2023875","0.01869202","2.43","794.096","0.2023875","0.01710256","2.43","541.0798","0.2023875","0.002733866"
"2.44","1083.997","0.203225","0.01869202","2.44","795.4852","0.2032375","0.01710256","2.44","542.4245","0.203225","0.002733866"
"2.45","1087.615","0.20405","0.01907349","2.45","796.8807","0.2040875","0.01710256","2.45","543.7787","0.2040625","0.003178914"
"2.46","1091.21","0.2048875","0.01907349","2.46","798.3112","0.2049125","0.01672109","2.46","545.1711","0.2049","0.003178914"
"2.47","1094.844","0.205725","0.01869202","2.47","799.7545","0.20575","0.01710256","2.47","546.6271","0.2057375","0.003178914"
"2.48","1098.518","0.206575","0.01869202","2.48","801.1754","0.2065625","0.01748403","2.48","548.0957","0.2065875","0.003560384"
"2.49","1102.193","0.2074125","0.01907349","2.49","802.5551","0.207375","0.0178655","2.49","549.5326","0.2074125","0.003560384"
"2.5","1105.836","0.2082375","0.01945496","2.5","803.8966","0.208225","0.01831055","2.5","550.9249","0.2082375","0.003941854"
"2.51","1109.476","0.20905","0.01945496","2.51","805.2253","0.20905","0.01869202","2.51","552.3205","0.2090625","0.003941854"
"2.52","1113.145","0.209875","0.01945496","2.52","806.5605","0.2098875","0.01869202","2.52","553.7097","0.209875","0.003941854"
"2.53","1116.823","0.2107","0.01907349","2.53","807.9179","0.210725","0.01831055","2.53","555.0639","0.2107125","0.003941854"
"2.54","1120.475","0.2115125","0.01907349","2.54","809.288","0.2115625","0.01831055","2.54","556.3704","0.2115375","0.003941854"
"2.55","1124.093","0.2123375","0.01907349","2.55","810.6327","0.2124125","0.01831055","2.55","557.6738","0.2123625","0.004323324"
"2.56","1127.678","0.213175","0.01945496","2.56","811.9551","0.2132375","0.01869202","2.56","558.9994","0.213225","0.004768372"
"2.57","1131.223","0.214025","0.01945496","2.57","813.2839","0.2140625","0.01869202","2.57","560.3409","0.2140625","0.005149841"
"2.58","1134.736","0.214875","0.01869202","2.58","814.6318","0.2148875","0.01869202","2.58","561.711","0.2149","0.005149841"
"2.59","1138.245","0.2157125","0.0178655","2.59","815.986","0.2157125","0.01907349","2.59","563.1066","0.2157375","0.005149841"
"2.6","1141.822","0.21655","0.01710256","2.6","817.3148","0.2165375","0.01907349","2.6","564.5211","0.21655","0.004768372"
"2.61","1145.465","0.217375","0.01710256","2.61","818.5927","0.217375","0.01907349","2.61","565.939","0.217375","0.004323324"
"2.62","1149.143","0.2182","0.01710256","2.62","819.8516","0.2182","0.01907349","2.62","567.3281","0.2182125","0.004323324"
"2.63","1152.798","0.2190375","0.01748403","2.63","821.1231","0.21905","0.01907349","2.63","568.6824","0.21905","0.003941854"
"2.64","1156.416","0.2198875","0.01831055","2.64","822.4106","0.2199","0.01907349","2.64","570.027","0.2198875","0.004323324"
"2.65","1159.992","0.220725","0.01907349","2.65","823.6949","0.22075","0.01907349","2.65","571.3844","0.2207125","0.004768372"
"2.66","1163.559","0.2215625","0.01945496","2.66","824.9982","0.2215875","0.01945496","2.66","572.78","0.2215625","0.005149841"
"2.67","1167.142","0.2224125","0.01907349","2.67","826.3334","0.2224","0.01945496","2.67","574.1946","0.2224","0.005531311"
"2.68","1170.724","0.2232375","0.0199","2.68","827.6653","0.223225","0.0199","2.68","575.6188","0.2232375","0.005531311"
"2.69","1174.304","0.2240875","0.02028147","2.69","828.9782","0.22405","0.0199","2.69","577.0429","0.2240625","0.005531311"
"2.7","1177.896","0.2249125","0.0199","2.7","830.2657","0.2248875","0.0199","2.7","578.4639","0.2249","0.005149841"
"2.71","1181.498","0.2257375","0.0199","2.71","831.5468","0.2257375","0.02028147","2.71","579.8785","0.225725","0.005149841"
"2.72","1185.106","0.22655","0.01907349","2.72","832.8025","0.2265625","0.02028147","2.72","581.2963","0.22655","0.004768372"
"2.73","1188.682","0.227375","0.01945496","2.73","834.0422","0.2274","0.02104441","2.73","582.695","0.227375","0.004768372"
"2.74","1192.204","0.2282125","0.01907349","2.74","835.2947","0.2282375","0.02187093","2.74","584.0715","0.2282","0.003941854"
"2.75","1195.647","0.2290375","0.01945496","2.75","836.5663","0.2290625","0.02187093","2.75","585.4225","0.22905","0.003941854"
"2.76","1199.048","0.2298625","0.02028147","2.76","837.8347","0.2299","0.02148946","2.76","586.7736","0.2299","0.003560384"
"2.77","1202.456","0.2307125","0.02104441","2.77","839.0872","0.230725","0.02148946","2.77","588.1469","0.23075","0.003560384"
"2.78","1205.908","0.23155","0.02104441","2.78","840.3237","0.23155","0.02187093","2.78","589.5615","0.2315875","0.003560384"
"2.79","1209.367","0.2323875","0.0199","2.79","841.5477","0.232375","0.02187093","2.79","591.0302","0.232425","0.004323324"
"2.8","1212.829","0.233225","0.01869202","2.8","842.7556","0.2332","0.0222524","2.8","592.5274","0.23325","0.005912781"
"2.81","1216.329","0.23405","0.0178655","2.81","843.9509","0.234025","0.02187093","2.81","593.996","0.234075","0.006739298"
"2.82","1219.877","0.2348875","0.01831055","2.82","845.1494","0.2348625","0.0222524","2.82","595.4075","0.2349","0.006739298"
"2.83","1223.412","0.2357125","0.02028147","2.83","846.3669","0.235725","0.02263387","2.83","596.7585","0.2357375","0.005531311"
"2.84","1226.877","0.23655","0.02187093","2.84","847.6003","0.2365625","0.02263387","2.84","598.0842","0.236575","0.004323324"
"2.85","1230.272","0.2373875","0.02307892","2.85","848.8528","0.2374125","0.02307892","2.85","599.432","0.2374125","0.003941854"
"2.86","1233.651","0.238225","0.02346039","2.86","850.1403","0.23825","0.02307892","2.86","600.8561","0.23825","0.003560384"
"2.87","1237.055","0.2390625","0.02307892","2.87","851.4277","0.2390875","0.02307892","2.87","602.3312","0.2390875","0.003560384"
"2.88","1240.495","0.2399125","0.02263387","2.88","852.6771","0.2399125","0.02307892","2.88","603.8062","0.2399125","0.003941854"
"2.89","1243.976","0.24075","0.02187093","2.89","853.8882","0.240725","0.02307892","2.89","605.2558","0.24075","0.003941854"
"2.9","1247.479","0.241575","0.02104441","2.9","855.0803","0.241575","0.02307892","2.9","606.7021","0.241575","0.003560384"
"2.91","1250.973","0.2424","0.02104441","2.91","856.2438","0.2424","0.02307892","2.91","608.1613","0.2423875","0.003178914"
"2.92","1254.46","0.243225","0.02148946","2.92","857.3754","0.2432375","0.02346039","2.92","609.6204","0.2432125","0.003178914"
"2.93","1257.906","0.24405","0.02263387","2.93","858.5071","0.244075","0.02346039","2.93","611.0764","0.2440375","0.003178914"
"2.94","1261.285","0.244875","0.02428691","2.94","859.6833","0.244925","0.02346039","2.94","612.5196","0.2448625","0.003560384"
"2.95","1264.594","0.2457","0.02504984","2.95","860.8914","0.2457625","0.02346039","2.95","613.9564","0.2457125","0.003941854"
"2.96","1267.865","0.246525","0.02504984","2.96","862.1089","0.2465875","0.02384186","2.96","615.3901","0.2465625","0.005149841"
"2.97","1271.156","0.247375","0.02466838","2.97","863.3264","0.2474125","0.02466838","2.97","616.8143","0.2474","0.005912781"
"2.98","1274.458","0.2482375","0.02466838","2.98","864.528","0.248225","0.02466838","2.98","618.2543","0.2482375","0.005912781"
"2.99","1277.784","0.249075","0.02504984","2.99","865.7201","0.24905","0.02466838","2.99","619.7294","0.249075","0.005531311"
"3","1281.141","0.2499","0.02504984","3","866.8963","0.2498625","0.02466838","3","621.2234","0.2499","0.005531311"
"3.01","1284.561","0.2507375","0.02504984","3.01","868.0471","0.2506875","0.02504984","3.01","622.7112","0.250725","0.004768372"
"3.02","1288.023","0.25155","0.02504984","3.02","869.1788","0.2515125","0.02504984","3.02","624.1862","0.25155","0.004768372"
"3.03","1291.456","0.252375","0.02504984","3.03","870.3168","0.2523625","0.02504984","3.03","625.6548","0.2523875","0.004323324"
"3.04","1294.832","0.253225","0.02543131","3.04","871.4676","0.2532125","0.02466838","3.04","627.1267","0.253225","0.004323324"
"3.05","1298.135","0.2540625","0.02587636","3.05","872.6247","0.25405","0.02466838","3.05","628.5953","0.2540625","0.004323324"
"3.06","1301.394","0.2548875","0.02587636","3.06","873.7723","0.2548875","0.02543131","3.06","630.0704","0.2549","0.004323324"
"3.07","1304.674","0.2557375","0.02587636","3.07","874.9326","0.2557","0.02543131","3.07","631.5613","0.255725","0.005149841"
"3.08","1308.006","0.256575","0.02625783","3.08","876.1406","0.2565375","0.02587636","3.08","633.0522","0.256575","0.005531311"
"3.09","1311.366","0.2574125","0.02587636","3.09","877.3644","0.257375","0.02587636","3.09","634.5558","0.2574","0.005149841"
"3.1","1314.71","0.25825","0.02587636","3.1","878.5407","0.2582125","0.02587636","3.1","636.0817","0.2582125","0.004323324"
"3.11","1318.061","0.259075","0.02587636","3.11","879.647","0.25905","0.02587636","3.11","637.614","0.2590375","0.003941854"
"3.12","1321.414","0.2599","0.02587636","3.12","880.7437","0.2598875","0.02625783","3.12","639.1176","0.259875","0.003941854"
"3.13","1324.743","0.2607125","0.02587636","3.13","881.8849","0.2607375","0.0266393","3.13","640.5894","0.2607","0.003941854"
"3.14","1328.026","0.2615375","0.02587636","3.14","883.077","0.261575","0.02625783","3.14","642.0485","0.261525","0.003941854"
"3.15","1331.275","0.262375","0.02587636","3.15","884.285","0.2624125","0.02625783","3.15","643.5076","0.2623625","0.004768372"
"3.16","1334.499","0.2632125","0.02587636","3.16","885.4707","0.26325","0.02625783","3.16","644.9668","0.2632","0.005531311"
"3.17","1337.7","0.2640625","0.02625783","3.17","886.6183","0.264075","0.0266393","3.17","646.4481","0.2640625","0.005531311"
"3.18","1340.891","0.2649","0.0266393","3.18","887.7595","0.2648875","0.0266393","3.18","647.9581","0.2649","0.005531311"
"3.19","1344.089","0.2657375","0.0266393","3.19","888.9008","0.2657125","0.0266393","3.19","649.4744","0.2657375","0.005912781"
"3.2","1347.319","0.266575","0.02587636","3.2","890.0292","0.2665375","0.0266393","3.2","651.0099","0.2665625","0.005912781"
"3.21","1350.587","0.2674","0.02504984","3.21","891.1292","0.2673625","0.0266393","3.21","652.5707","0.2673875","0.005912781"
"3.22","1353.874","0.268225","0.02504984","3.22","892.21","0.2682","0.0266393","3.22","654.1316","0.268225","0.006357829"
"3.23","1357.164","0.26905","0.02504984","3.23","893.2908","0.2690375","0.02702077","3.23","655.6511","0.2690625","0.005912781"
"3.24","1360.429","0.2698875","0.02543131","3.24","894.378","0.2698875","0.02702077","3.24","657.1166","0.2699125","0.005912781"
"3.25","1363.637","0.270725","0.02543131","3.25","895.4747","0.270725","0.02702077","3.25","658.5662","0.2707375","0.005912781"
"3.26","1366.803","0.27155","0.02587636","3.26","896.5842","0.2715625","0.02702077","3.26","660.0475","0.271575","0.005912781"
"3.27","1369.959","0.2723875","0.02587636","3.27","897.7318","0.2723875","0.02702077","3.27","661.5766","0.2724125","0.006357829"
"3.28","1373.154","0.273225","0.02625783","3.28","898.8953","0.2732125","0.02702077","3.28","663.1279","0.27325","0.005912781"
"3.29","1376.371","0.2740625","0.02587636","3.29","900.0302","0.2740375","0.02702077","3.29","664.6729","0.2740875","0.005912781"
"3.3","1379.589","0.2748875","0.02543131","3.3","901.111","0.274875","0.02702077","3.3","666.2305","0.2749125","0.005912781"
"3.31","1382.805","0.2757125","0.02504984","3.31","902.1569","0.2757125","0.02702077","3.31","667.7946","0.2757375","0.005912781"
"3.32","1386.019","0.27655","0.02504984","3.32","903.2027","0.27655","0.02746582","3.32","669.3363","0.27655","0.005912781"
"3.33","1389.211","0.277375","0.02543131","3.33","904.2835","0.2773875","0.02746582","3.33","670.8336","0.2773625","0.006739298"
"3.34","1392.368","0.2782","0.02587636","3.34","905.3993","0.278225","0.02784729","3.34","672.3086","0.2782","0.006739298"
"3.35","1395.496","0.279025","0.02625783","3.35","906.5215","0.2790625","0.02784729","3.35","673.7614","0.2790375","0.006739298"
"3.36","1398.614","0.2798625","0.0266393","3.36","907.6246","0.2799","0.02784729","3.36","675.2269","0.2798875","0.006357829"
"3.37","1401.72","0.2807125","0.02702077","3.37","908.7181","0.2807375","0.02784729","3.37","676.7209","0.2807375","0.005912781"
"3.38","1404.81","0.2815625","0.02702077","3.38","909.8307","0.28155","0.02746582","3.38","678.2595","0.2815875","0.005912781"
"3.39","1407.897","0.2824","0.02702077","3.39","910.9434","0.2823875","0.02746582","3.39","679.8299","0.2824125","0.005912781"
"3.4","1411.009","0.28325","0.02702077","3.4","912.0273","0.2832125","0.02784729","3.4","681.4099","0.2832375","0.005912781"
"3.41","1414.178","0.2840625","0.02702077","3.41","913.0891","0.2840375","0.02784729","3.41","682.9866","0.2840625","0.005912781"
"3.42","1417.395","0.2848875","0.02702077","3.42","914.1541","0.284875","0.02784729","3.42","684.5379","0.2848875","0.005531311"
"3.43","1420.596","0.2857125","0.02702077","3.43","915.2222","0.285725","0.02784729","3.43","686.0892","0.285725","0.004768372"
"3.44","1423.731","0.28655","0.02702077","3.44","916.2776","0.2865875","0.02784729","3.44","687.6437","0.2865625","0.003941854"
"3.45","1426.792","0.2873875","0.02702077","3.45","917.3362","0.287425","0.02822876","3.45","689.195","0.2874125","0.003560384"
"3.46","1429.822","0.288225","0.02702077","3.46","918.4329","0.2882625","0.02822876","3.46","690.7368","0.28825","0.003560384"
"3.47","1432.873","0.2890625","0.02702077","3.47","919.5614","0.2890875","0.02822876","3.47","692.2722","0.2890875","0.003560384"
"3.48","1435.976","0.2899","0.02702077","3.48","920.6867","0.2899","0.02861023","3.48","693.8108","0.289925","0.003560384"
"3.49","1439.088","0.2907375","0.02702077","3.49","921.7739","0.290725","0.02861023","3.49","695.3685","0.29075","0.003941854"
"3.5","1442.178","0.2915625","0.0266393","3.5","922.8039","0.291575","0.02861023","3.5","696.9325","0.291575","0.004323324"
"3.51","1445.236","0.2923875","0.0266393","3.51","923.8179","0.2924125","0.02861023","3.51","698.506","0.2923875","0.004323324"
"3.52","1448.275","0.2932125","0.02702077","3.52","924.8384","0.2932375","0.02861023","3.52","700.0573","0.2932125","0.003941854"
