Brut 1,,,Brut 2,,,Recuit,,,Recuit test 250°C,,,Etiré test amb,,,Etiré test 250°C,,
Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse
sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm
,,,,,,,,,45.21,396.9415,3.767375,,,,45.21,227.2256,3.767387
,,,,,,,,,45.22,396.9637,3.7682,,,,45.22,227.1907,3.768225
,,,,,,,,,45.23,396.9892,3.769025,,,,45.23,227.1716,3.769075
,,,,,,,,,45.24,397.0019,3.769862,,,,45.24,227.1811,3.769912
,,,,,,,,,45.25,396.9892,3.7707,,,,45.25,227.1907,3.770737
,,,,,,,,,45.26,396.9669,3.77155,,,,45.26,227.1907,3.771562
,,,,,,,,,45.27,396.9637,3.7724,,,,45.27,227.1875,3.772388
,,,,,,,,,45.28,396.9765,3.773237,,,,45.28,227.2002,3.773225
,,,,,,,,,45.29,397.0178,3.774062,,,,45.29,227.2352,3.774062
,,,,,,,,,45.3,397.075,3.774887,,,,45.3,227.2733,3.774887
,,,,,,,,,45.31,397.1291,3.775712,,,,45.31,227.3083,3.775725
,,,,,,,,,45.32,397.164,3.77655,,,,45.32,227.3273,3.776562
,,,,,,,,,45.33,397.1799,3.777387,,,,45.33,227.3369,3.777412
,,,,,,,,,45.34,397.1799,3.778225,,,,45.34,227.3369,3.778237
,,,,,,,,,45.35,397.1799,3.779063,,,,45.35,227.3432,3.779075
,,,,,,,,,45.36,397.1863,3.7799,,,,45.36,227.3337,3.779912
,,,,,,,,,45.37,397.1958,3.780737,,,,45.37,227.3114,3.780737
,,,,,,,,,45.38,397.2213,3.781562,,,,45.38,227.2987,3.781562
,,,,,,,,,45.39,397.2498,3.7824,,,,45.39,227.3114,3.782387
,,,,,,,,,45.4,397.2975,3.783225,,,,45.4,227.3464,3.783212
,,,,,,,,,45.41,397.3516,3.784037,,,,45.41,227.3782,3.78405
,,,,,,,,,45.42,397.3961,3.784875,,,,45.42,227.3846,3.784912
,,,,,,,,,45.43,397.4215,3.7857,,,,45.43,227.3877,3.78575
,,,,,,,,,45.44,397.4438,3.786525,,,,45.44,227.3973,3.7866
,,,,,,,,,45.45,397.4787,3.787375,,,,45.45,227.4227,3.787425
,,,,,,,,,45.46,397.5074,3.788225,,,,45.46,227.4323,3.78825
,,,,,,,,,45.47,397.5328,3.789063,,,,45.47,227.4386,3.789063
,,,,,,,,,45.48,397.5646,3.7899,,,,45.48,227.4545,3.7899
,,,,,,,,,45.49,397.6091,3.790737,,,,45.49,227.4545,3.790725
,,,,,,,,,45.5,397.6536,3.791562,,,,45.5,227.4323,3.791562
,,,,,,,,,45.51,397.6854,3.792387,,,,45.51,227.4195,3.792387
,,,,,,,,,45.52,397.7267,3.793225,,,,45.52,227.445,3.793237
,,,,,,,,,45.53,397.7776,3.79405,,,,45.53,227.4895,3.794062
,,,,,,,,,45.54,397.8157,3.794887,,,,45.54,227.5181,3.7949
,,,,,,,,,45.55,397.8411,3.795725,,,,45.55,227.5181,3.795725
,,,,,,,,,45.56,397.8666,3.796562,,,,45.56,227.5054,3.796562
,,,,,,,,,45.57,397.9016,3.797387,,,,45.57,227.499,3.797387
,,,,,,,,,45.58,397.9429,3.798237,,,,45.58,227.5149,3.798212
,,,,,,,,,45.59,397.9683,3.799062,,,,45.59,227.5403,3.799025
,,,,,,,,,45.6,397.9842,3.799887,,,,45.6,227.5753,3.799875
,,,,,,,,,45.61,398.0096,3.8007,,,,45.61,227.6007,3.800712
,,,,,,,,,45.62,398.0446,3.801525,,,,45.62,227.6039,3.80155
,,,,,,,,,45.63,398.0732,3.80235,,,,45.63,227.5944,3.802413
,,,,,,,,,45.64,398.0732,3.803175,,,,45.64,227.5912,3.80325
,,,,,,,,,45.65,398.0541,3.804012,,,,45.65,227.6166,3.804075
,,,,,,,,,45.66,398.035,3.80485,,,,45.66,227.6548,3.8049
,,,,,,,,,45.67,398.0382,3.8057,,,,45.67,227.6961,3.805725
,,,,,,,,,45.68,398.0478,3.80655,,,,45.68,227.7279,3.806562
,,,,,,,,,45.69,398.0605,3.807387,,,,45.69,227.7374,3.807412
,,,,,,,,,45.7,398.0955,3.808213,,,,45.7,227.7311,3.808237
,,,,,,,,,45.71,398.1495,3.809037,,,,45.71,227.7374,3.809088
,,,,,,,,,45.72,398.2067,3.809887,,,,45.72,227.747,3.809912
,,,,,,,,,45.73,398.2576,3.810712,,,,45.73,227.7565,3.81075
,,,,,,,,,45.74,398.3116,3.81155,,,,45.74,227.7565,3.811587
,,,,,,,,,45.75,398.3434,3.8124,,,,45.75,227.766,3.812413
,,,,,,,,,45.76,398.3307,3.813237,,,,45.76,227.7915,3.813225
,,,,,,,,,45.77,398.3212,3.814075,,,,45.77,227.8137,3.81405
,,,,,,,,,45.78,398.3275,3.814912,,,,45.78,227.8074,3.814875
,,,,,,,,,45.79,398.3466,3.815737,,,,45.79,227.7883,3.8157
,,,,,,,,,45.8,398.3529,3.81655,,,,45.8,227.7819,3.816525
,,,,,,,,,45.81,398.3434,3.817375,,,,45.81,227.801,3.817362
,,,,,,,,,45.82,398.3529,3.8182,,,,45.82,227.8328,3.818213
,,,,,,,,,45.83,398.3975,3.819025,,,,45.83,227.8646,3.81905
,,,,,,,,,45.84,398.4292,3.81985,,,,45.84,227.8773,3.8199
,,,,,,,,,45.85,398.4292,3.8207,,,,45.85,227.8837,3.820725
,,,,,,,,,45.86,398.4229,3.821537,,,,45.86,227.8837,3.821562
,,,,,,,,,45.87,398.4133,3.822387,,,,45.87,227.8837,3.822387
,,,,,,,,,45.88,398.3975,3.823212,,,,45.88,227.8868,3.823225
,,,,,,,,,45.89,398.407,3.82405,,,,45.89,227.9027,3.824075
,,,,,,,,,45.9,398.4642,3.824875,,,,45.9,227.9282,3.824912
,,,,,,,,,45.91,398.5405,3.8257,,,,45.91,227.9536,3.82575
,,,,,,,,,45.92,398.5755,3.82655,,,,45.92,227.979,3.826587
,,,,,,,,,45.93,398.5755,3.827387,,,,45.93,227.9886,3.827425
,,,,,,,,,45.94,398.5691,3.828225,,,,45.94,227.9886,3.828262
,,,,,,,,,45.95,398.5691,3.829062,,,,45.95,227.9854,3.8291
,,,,,,,,,45.96,398.5691,3.829912,,,,45.96,227.9886,3.829925
,,,,,,,,,45.97,398.5627,3.83075,,,,45.97,227.9981,3.830737
,,,,,,,,,45.98,398.5755,3.831587,,,,45.98,227.9854,3.831563
,,,,,,,,,45.99,398.6009,3.832412,,,,45.99,227.9504,3.832387
,,,,,,,,,46,398.639,3.83325,,,,46,227.925,3.833212
,,,,,,,,,46.01,398.6804,3.834062,,,,46.01,227.9377,3.83405
,,,,,,,,,46.02,398.7153,3.834888,,,,46.02,227.9631,3.834912
,,,,,,,,,46.03,398.7408,3.835712,,,,46.03,227.9695,3.83575
,,,,,,,,,46.04,398.7408,3.836537,,,,46.04,227.9599,3.836587
,,,,,,,,,46.05,398.7122,3.837387,,,,46.05,227.9599,3.837412
,,,,,,,,,46.06,398.674,3.838237,,,,46.06,227.979,3.838237
,,,,,,,,,46.07,398.6708,3.839075,,,,46.07,228.0045,3.83905
,,,,,,,,,46.08,398.6994,3.839912,,,,46.08,228.0299,3.8399
,,,,,,,,,46.09,398.7503,3.840737,,,,46.09,228.0648,3.840725
,,,,,,,,,46.1,398.8107,3.841563,,,,46.1,228.0839,3.841563
,,,,,,,,,46.11,398.8711,3.842375,,,,46.11,228.0966,3.8424
,,,,,,,,,46.12,398.9092,3.843212,,,,46.12,228.0903,3.843237
,,,,,,,,,46.13,398.9092,3.84405,,,,46.13,228.0839,3.844075
,,,,,,,,,46.14,398.8934,3.844875,,,,46.14,228.0712,3.844912
,,,,,,,,,46.15,398.9029,3.845712,,,,46.15,228.0617,3.845737
,,,,,,,,,46.16,398.9283,3.846537,,,,46.16,228.0648,3.846562
,,,,,,,,,46.17,398.9347,3.847387,,,,46.17,228.0839,3.847387
,,,,,,,,,46.18,398.9124,3.848212,,,,46.18,228.0998,3.848212
,,,,,,,,,46.19,398.887,3.849037,,,,46.19,228.1094,3.849037
,,,,,,,,,46.2,398.887,3.849875,,,,46.2,228.1221,3.849875
,,,,,,,,,46.21,398.9029,3.8507,,,,46.21,228.1411,3.850712
,,,,,,,,,46.22,398.9347,3.851525,,,,46.22,228.1507,3.851563
,,,,,,,,,46.23,398.9633,3.85235,,,,46.23,228.1411,3.852412
,,,,,,,,,46.24,398.9633,3.853187,,,,46.24,228.1348,3.853237
,,,,,,,,,46.25,398.9379,3.854037,,,,46.25,228.1602,3.854075
,,,,,,,,,46.26,398.9124,3.854887,,,,46.26,228.2174,3.854887
,,,,,,,,,46.27,398.9283,3.855737,,,,46.27,228.2556,3.855725
,,,,,,,,,46.28,398.9824,3.856575,,,,46.28,228.2683,3.856562
,,,,,,,,,46.29,399.0332,3.8574,,,,46.29,228.2556,3.8574
,,,,,,,,,46.3,399.0587,3.858225,,,,46.3,228.2524,3.858225
,,,,,,,,,46.31,399.0936,3.859037,,,,46.31,228.2429,3.859062
,,,,,,,,,46.32,399.1349,3.859875,,,,46.32,228.2365,3.8599
,,,,,,,,,46.33,399.1508,3.860725,,,,46.33,228.2365,3.860737
,,,,,,,,,46.34,399.1445,3.86155,,,,46.34,228.2206,3.861575
,,,,,,,,,46.35,399.1508,3.862387,,,,46.35,228.2016,3.862412
,,,,,,,,,46.36,399.1667,3.863225,,,,46.36,228.2016,3.863237
,,,,,,,,,46.37,399.1922,3.864062,,,,46.37,228.2365,3.864062
,,,,,,,,,46.38,399.2208,3.864887,,,,46.38,228.2715,3.864887
,,,,,,,,,46.39,399.2462,3.865725,,,,46.39,228.281,3.8657
,,,,,,,,,46.4,399.2367,3.86655,,,,46.4,228.2778,3.866537
,,,,,,,,,46.41,399.1922,3.867375,,,,46.41,228.281,3.867375
,,,,,,,,,46.42,399.1667,3.8682,,,,46.42,228.2969,3.868225
,,,,,,,,,46.43,399.1953,3.869025,,,,46.43,228.2969,3.869075
,,,,,,,,,46.44,399.2462,3.869862,,,,46.44,228.2874,3.869912
,,,,,,,,,46.45,399.2621,3.8707,,,,46.45,228.3033,3.87075
,,,,,,,,,46.46,399.2462,3.87155,,,,46.46,228.3478,3.871575
,,,,,,,,,46.47,399.2526,3.8724,,,,46.47,228.3923,3.872387
,,,,,,,,,46.48,399.313,3.873225,,,,46.48,228.44,3.873237
,,,,,,,,,46.49,399.3734,3.874062,,,,46.49,228.4686,3.874062
,,,,,,,,,46.5,399.4083,3.8749,,,,46.5,228.4908,3.8749
,,,,,,,,,46.51,399.437,3.875712,,,,46.51,228.4908,3.875737
,,,,,,,,,46.52,399.4688,3.876562,,,,46.52,228.4845,3.876575
,,,,,,,,,46.53,399.4783,3.877387,,,,46.53,228.4781,3.877425
,,,,,,,,,46.54,399.4624,3.878225,,,,46.54,228.4527,3.878237
,,,,,,,,,46.55,399.4592,3.879062,,,,46.55,228.4304,3.879075
,,,,,,,,,46.56,399.4783,3.8799,,,,46.56,228.44,3.8799
,,,,,,,,,46.57,399.5005,3.880737,,,,46.57,228.4781,3.880725
,,,,,,,,,46.58,399.5037,3.881575,,,,46.58,228.5163,3.88155
,,,,,,,,,46.59,399.5132,3.8824,,,,46.59,228.5035,3.882375
,,,,,,,,,46.6,399.5482,3.883225,,,,46.6,228.4686,3.883212
,,,,,,,,,46.61,399.5736,3.88405,,,,46.61,228.459,3.88405
,,,,,,,,,46.62,399.58,3.884862,,,,46.62,228.4781,3.884912
,,,,,,,,,46.63,399.58,3.885687,,,,46.63,228.4845,3.88575
,,,,,,,,,46.64,399.5959,3.886513,,,,46.64,228.4749,3.886587
,,,,,,,,,46.65,399.5991,3.887362,,,,46.65,228.494,3.887412
,,,,,,,,,46.66,399.6054,3.888212,,,,46.66,228.5512,3.88825
,,,,,,,,,46.67,399.6213,3.88905,,,,46.67,228.6116,3.889062
,,,,,,,,,46.68,399.6468,3.889887,,,,46.68,228.6402,3.8899
,,,,,,,,,46.69,399.6563,3.890725,,,,46.69,228.6498,3.890737
,,,,,,,,,46.7,399.6563,3.89155,,,,46.7,228.6625,3.891562
,,,,,,,,,46.71,399.6658,3.892362,,,,46.71,228.672,3.8924
,,,,,,,,,46.72,399.6849,3.893212,,,,46.72,228.6561,3.893237
,,,,,,,,,46.73,399.6976,3.89405,,,,46.73,228.6307,3.894075
,,,,,,,,,46.74,399.6976,3.894875,,,,46.74,228.6148,3.8949
,,,,,,,,,46.75,399.7167,3.895725,,,,46.75,228.6021,3.895737
,,,,,,,,,46.76,399.7516,3.896562,,,,46.76,228.5894,3.896562
,,,,,,,,,46.77,399.7962,3.8974,,,,46.77,228.5957,3.897388
,,,,,,,,,46.78,399.8279,3.898237,,,,46.78,228.6212,3.8982
,,,,,,,,,46.79,399.8438,3.899062,,,,46.79,228.6307,3.899025
,,,,,,,,,46.8,399.8438,3.899887,,,,46.8,228.6148,3.89985
,,,,,,,,,46.81,399.8438,3.900712,,,,46.81,228.5862,3.9007
,,,,,,,,,46.82,399.8566,3.901525,,,,46.82,228.5512,3.901537
,,,,,,,,,46.83,399.8884,3.90235,,,,46.83,228.5035,3.902375
,,,,,,,,,46.84,399.9138,3.903188,,,,46.84,228.4686,3.903225
,,,,,,,,,46.85,399.9297,3.904025,,,,46.85,228.4781,3.904063
,,,,,,,,,46.86,399.9329,3.904862,,,,46.86,228.5385,3.9049
,,,,,,,,,46.87,399.9488,3.905712,,,,46.87,228.6021,3.905712
,,,,,,,,,46.88,399.9837,3.90655,,,,46.88,228.6275,3.906562
,,,,,,,,,46.89,400.0251,3.907387,,,,46.89,228.6116,3.9074
,,,,,,,,,46.9,400.0664,3.908212,,,,46.9,228.6021,3.908225
,,,,,,,,,46.91,400.1013,3.909037,,,,46.91,228.6116,3.909075
,,,,,,,,,46.92,400.1458,3.909887,,,,46.92,228.6212,3.909912
,,,,,,,,,46.93,400.1808,3.910712,,,,46.93,228.6212,3.910762
,,,,,,,,,46.94,400.1808,3.91155,,,,46.94,228.6053,3.911587
,,,,,,,,,46.95,400.1649,3.9124,,,,46.95,228.5894,3.912425
,,,,,,,,,46.96,400.1872,3.913237,,,,46.96,228.5862,3.913237
,,,,,,,,,46.97,400.2317,3.914075,,,,46.97,228.5894,3.914063
,,,,,,,,,46.98,400.2762,3.914912,,,,46.98,228.5862,3.914887
,,,,,,,,,46.99,400.3112,3.915737,,,,46.99,228.5798,3.9157
,,,,,,,,,47,400.3525,3.916562,,,,47,228.5703,3.916537
,,,,,,,,,47.01,400.3779,3.917387,,,,47.01,228.5512,3.917375
,,,,,,,,,47.02,400.3684,3.918212,,,,47.02,228.5449,3.918225
,,,,,,,,,47.03,400.3525,3.919025,,,,47.03,228.5544,3.919062
,,,,,,,,,47.04,400.3843,3.919863,,,,47.04,228.5703,3.9199
,,,,,,,,,47.05,400.4224,3.9207,,,,47.05,228.5703,3.920738
,,,,,,,,,47.06,400.4351,3.92155,,,,47.06,228.5703,3.921562
,,,,,,,,,47.07,400.4097,3.922387,,,,47.07,228.5767,3.922387
,,,,,,,,,47.08,400.4129,3.923225,,,,47.08,228.5798,3.923212
,,,,,,,,,47.09,400.4796,3.924062,,,,47.09,228.5798,3.924075
,,,,,,,,,47.1,400.5464,3.924887,,,,47.1,228.5767,3.924912
,,,,,,,,,47.11,400.5718,3.9257,,,,47.11,228.5862,3.92575
,,,,,,,,,47.12,400.5718,3.926538,,,,47.12,228.6021,3.926587
,,,,,,,,,47.13,400.5814,3.927375,,,,47.13,228.6212,3.927437
,,,,,,,,,47.14,400.5941,3.928212,,,,47.14,228.6466,3.928275
,,,,,,,,,47.15,400.6004,3.92905,,,,47.15,228.672,3.9291
,,,,,,,,,47.16,400.61,3.9299,,,,47.16,228.672,3.929925
,,,,,,,,,47.17,400.6418,3.930737,,,,47.17,228.6561,3.93075
,,,,,,,,,47.18,400.6767,3.931562,,,,47.18,228.6371,3.931575
,,,,,,,,,47.19,400.6926,3.9324,,,,47.19,228.6275,3.9324
,,,,,,,,,47.2,400.7021,3.933225,,,,47.2,228.6053,3.933225
,,,,,,,,,47.21,400.7053,3.93405,,,,47.21,228.5862,3.934062
,,,,,,,,,47.22,400.7212,3.934875,,,,47.22,228.5862,3.934912
,,,,,,,,,47.23,400.7467,3.9357,,,,47.23,228.6148,3.93575
,,,,,,,,,47.24,400.7912,3.936538,,,,47.24,228.6561,3.936587
,,,,,,,,,47.25,400.8389,3.937387,,,,47.25,228.6752,3.937413
,,,,,,,,,47.26,400.8484,3.938237,,,,47.26,228.6879,3.938237
,,,,,,,,,47.27,400.8389,3.939075,,,,47.27,228.6911,3.939062
,,,,,,,,,47.28,400.842,3.939912,,,,47.28,228.6911,3.9399
,,,,,,,,,47.29,400.8929,3.94075,,,,47.29,228.6879,3.940725
,,,,,,,,,47.3,400.9438,3.941575,,,,47.3,228.6752,3.94155
,,,,,,,,,47.31,400.9851,3.942387,,,,47.31,228.6752,3.942387
,,,,,,,,,47.32,401.0105,3.943225,,,,47.32,228.672,3.943225
,,,,,,,,,47.33,401.0296,3.944062,,,,47.33,228.6752,3.944062
,,,,,,,,,47.34,401.0359,3.944887,,,,47.34,228.6911,3.9449
,,,,,,,,,47.35,401.0518,3.945725,,,,47.35,228.7165,3.945725
,,,,,,,,,47.36,401.0868,3.94655,,,,47.36,228.7261,3.946562
,,,,,,,,,47.37,401.1313,3.947387,,,,47.37,228.7165,3.947375
,,,,,,,,,47.38,401.1504,3.948225,,,,47.38,228.6975,3.9482
,,,,,,,,,47.39,401.1313,3.94905,,,,47.39,228.6911,3.949025
,,,,,,,,,47.4,401.0963,3.949875,,,,47.4,228.6879,3.949862
,,,,,,,,,47.41,401.0741,3.9507,,,,47.41,228.6657,3.950712
,,,,,,,,,47.42,401.0709,3.951537,,,,47.42,228.6466,3.951562
,,,,,,,,,47.43,401.0868,3.95235,,,,47.43,228.6498,3.952412
,,,,,,,,,47.44,401.1218,3.953187,,,,47.44,228.672,3.95325
,,,,,,,,,47.45,401.1504,3.954025,,,,47.45,228.6816,3.954075
,,,,,,,,,47.46,401.1408,3.954887,,,,47.46,228.6816,3.9549
,,,,,,,,,47.47,401.1122,3.955725,,,,47.47,228.6911,3.955725
,,,,,,,,,47.48,401.1122,3.956563,,,,47.48,228.707,3.956563
,,,,,,,,,47.49,401.1822,3.9574,,,,47.49,228.707,3.9574
,,,,,,,,,47.5,401.2839,3.958237,,,,47.5,228.7006,3.958225
,,,,,,,,,47.51,401.357,3.95905,,,,47.51,228.7133,3.959062
,,,,,,,,,47.52,401.3952,3.9599,,,,47.52,228.7165,3.959912
,,,,,,,,,47.53,401.3983,3.960725,,,,47.53,228.6975,3.960737
,,,,,,,,,47.54,401.3952,3.961562,,,,47.54,228.6816,3.961575
,,,,,,,,,47.55,401.4079,3.9624,,,,47.55,228.6752,3.962412
,,,,,,,,,47.56,401.4683,3.963237,,,,47.56,228.6657,3.963237
,,,,,,,,,47.57,401.535,3.964075,,,,47.57,228.6466,3.964062
,,,,,,,,,47.58,401.5605,3.964912,,,,47.58,228.6307,3.964887
,,,,,,,,,47.59,401.5414,3.965737,,,,47.59,228.6466,3.9657
,,,,,,,,,47.6,401.516,3.966563,,,,47.6,228.6752,3.966537
,,,,,,,,,47.61,401.5191,3.967375,,,,47.61,228.7006,3.967387
,,,,,,,,,47.62,401.516,3.968187,,,,47.62,228.707,3.968225
,,,,,,,,,47.63,401.481,3.969012,,,,47.63,228.707,3.969075
,,,,,,,,,47.64,401.4556,3.96985,,,,47.64,228.7229,3.969912
,,,,,,,,,47.65,401.4683,3.970675,,,,47.65,228.7579,3.97075
,,,,,,,,,47.66,401.5191,3.971537,,,,47.66,228.7833,3.971575
,,,,,,,,,47.67,401.5795,3.972375,,,,47.67,228.7769,3.972387
,,,,,,,,,47.68,401.6272,3.973212,,,,47.68,228.7356,3.973238
,,,,,,,,,47.69,401.6558,3.97405,,,,47.69,228.6816,3.974075
,,,,,,,,,47.7,401.6813,3.974875,,,,47.7,228.6498,3.9749
,,,,,,,,,47.71,401.7289,3.9757,,,,47.71,228.6561,3.97575
,,,,,,,,,47.72,401.7766,3.976537,,,,47.72,228.6975,3.976587
,,,,,,,,,47.73,401.818,3.977375,,,,47.73,228.7261,3.977425
,,,,,,,,,47.74,401.8339,3.978225,,,,47.74,228.7261,3.97825
,,,,,,,,,47.75,401.8275,3.979062,,,,47.75,228.7133,3.979087
,,,,,,,,,47.76,401.8497,3.9799,,,,47.76,228.6911,3.9799
,,,,,,,,,47.77,401.9133,3.98075,,,,47.77,228.6816,3.980725
,,,,,,,,,47.78,401.9642,3.981575,,,,47.78,228.6752,3.98155
,,,,,,,,,47.79,401.961,3.9824,,,,47.79,228.6657,3.982375
,,,,,,,,,47.8,401.9102,3.983225,,,,47.8,228.6657,3.9832
,,,,,,,,,47.81,401.8784,3.98405,,,,47.81,228.6625,3.984037
,,,,,,,,,47.82,401.8943,3.984875,,,,47.82,228.6402,3.984887
,,,,,,,,,47.83,401.9229,3.9857,,,,47.83,228.6116,3.985725
,,,,,,,,,47.84,401.9356,3.986525,,,,47.84,228.6053,3.986562
,,,,,,,,,47.85,401.9229,3.987362,,,,47.85,228.6275,3.9874
,,,,,,,,,47.86,401.9229,3.988212,,,,47.86,228.6466,3.988225
,,,,,,,,,47.87,401.9451,3.98905,,,,47.87,228.6657,3.98905
,,,,,,,,,47.88,401.9706,3.989887,,,,47.88,228.6816,3.989887
,,,,,,,,,47.89,401.9865,3.990725,,,,47.89,228.6752,3.990737
,,,,,,,,,47.9,402.0055,3.99155,,,,47.9,228.6498,3.991562
,,,,,,,,,47.91,402.0405,3.992375,,,,47.91,228.6371,3.9924
,,,,,,,,,47.92,402.0913,3.993225,,,,47.92,228.6498,3.993237
,,,,,,,,,47.93,402.1263,3.99405,,,,47.93,228.6752,3.994075
,,,,,,,,,47.94,402.1422,3.994875,,,,47.94,228.6752,3.994912
,,,,,,,,,47.95,402.1422,3.995712,,,,47.95,228.6498,3.99575
,,,,,,,,,47.96,402.1581,3.99655,,,,47.96,228.6307,3.996575
,,,,,,,,,47.97,402.2026,3.9974,,,,47.97,228.6275,3.997387
,,,,,,,,,47.98,402.2567,3.998225,,,,47.98,228.6212,3.998212
,,,,,,,,,47.99,402.2821,3.99905,,,,47.99,228.6212,3.999038
,,,,,,,,,48,402.2726,3.999887,,,,48,228.6275,3.999862
,,,,,,,,,48.01,402.263,4.000712,,,,48.01,228.6307,4.0007
,,,,,,,,,48.02,402.2885,4.001537,,,,48.02,228.6307,4.00155
,,,,,,,,,48.03,402.3298,4.002362,,,,48.03,228.6212,4.002388
,,,,,,,,,48.04,402.3552,4.0032,,,,48.04,228.6053,4.003237
,,,,,,,,,48.05,402.3552,4.004037,,,,48.05,228.5767,4.004062
,,,,,,,,,48.06,402.3488,4.004875,,,,48.06,228.5512,4.0049
,,,,,,,,,48.07,402.3488,4.005713,,,,48.07,228.5544,4.005713
,,,,,,,,,48.08,402.3552,4.006562,,,,48.08,228.5894,4.00655
,,,,,,,,,48.09,402.3902,4.0074,,,,48.09,228.6116,4.007387
,,,,,,,,,48.1,402.441,4.008213,,,,48.1,228.6021,4.008237
,,,,,,,,,48.11,402.4951,4.009037,,,,48.11,228.5798,4.009075
,,,,,,,,,48.12,402.5364,4.009875,,,,48.12,228.5798,4.009912
,,,,,,,,,48.13,402.5618,4.0107,,,,48.13,228.5894,4.010762
,,,,,,,,,48.14,402.5968,4.011538,,,,48.14,228.5957,4.011588
,,,,,,,,,48.15,402.6318,4.012375,,,,48.15,228.6148,4.012413
,,,,,,,,,48.16,402.6476,4.013212,,,,48.16,228.6498,4.01325
,,,,,,,,,48.17,402.6413,4.01405,,,,48.17,228.672,4.014062
,,,,,,,,,48.18,402.6318,4.014887,,,,48.18,228.672,4.0149
,,,,,,,,,48.19,402.6508,4.015712,,,,48.19,228.6561,4.015712
,,,,,,,,,48.2,402.6985,4.016537,,,,48.2,228.6498,4.016537
,,,,,,,,,48.21,402.7526,4.017375,,,,48.21,228.6402,4.017387
,,,,,,,,,48.22,402.7939,4.0182,,,,48.22,228.6148,4.018238
,,,,,,,,,48.23,402.8193,4.019025,,,,48.23,228.5957,4.019075
,,,,,,,,,48.24,402.8289,4.019862,,,,48.24,228.5894,4.019912
,,,,,,,,,48.25,402.8448,4.0207,,,,48.25,228.6021,4.020737
,,,,,,,,,48.26,402.8734,4.02155,,,,48.26,228.6116,4.021563
,,,,,,,,,48.27,402.9147,4.0224,,,,48.27,228.6148,4.022388
,,,,,,,,,48.28,402.9465,4.023237,,,,48.28,228.6307,4.023212
,,,,,,,,,48.29,402.9655,4.024063,,,,48.29,228.6498,4.024063
,,,,,,,,,48.3,403.0069,4.0249,,,,48.3,228.6498,4.0249
,,,,,,,,,48.31,403.0577,4.025712,,,,48.31,228.6275,4.025725
,,,,,,,,,48.32,403.0927,4.02655,,,,48.32,228.5767,4.026575
,,,,,,,,,48.33,403.0959,4.0274,,,,48.33,228.5449,4.027412
,,,,,,,,,48.34,403.0927,4.028225,,,,48.34,228.5608,4.02825
,,,,,,,,,48.35,403.0863,4.029062,,,,48.35,228.5894,4.029088
,,,,,,,,,48.36,403.0927,4.0299,,,,48.36,228.6275,4.029912
,,,,,,,,,48.37,403.1181,4.030737,,,,48.37,228.6561,4.030737
,,,,,,,,,48.38,403.169,4.031575,,,,48.38,228.6625,4.031562
,,,,,,,,,48.39,403.2294,4.0324,,,,48.39,228.6371,4.032387
,,,,,,,,,48.4,403.2739,4.033225,,,,48.4,228.6021,4.033212
,,,,,,,,,48.41,403.3025,4.034062,,,,48.41,228.6053,4.034062
,,,,,,,,,48.42,403.3407,4.034875,,,,48.42,228.6148,4.034913
,,,,,,,,,48.43,403.3597,4.0357,,,,48.43,228.6021,4.035762
,,,,,,,,,48.44,403.3502,4.036537,,,,48.44,228.5798,4.0366
,,,,,,,,,48.45,403.3248,4.037387,,,,48.45,228.6021,4.037425
,,,,,,,,,48.46,403.3089,4.038225,,,,48.46,228.6561,4.03825
,,,,,,,,,48.47,403.3152,4.039075,,,,48.47,228.7229,4.039075
,,,,,,,,,48.48,403.3279,4.039912,,,,48.48,228.7579,4.0399
,,,,,,,,,48.49,403.3597,4.04075,,,,48.49,228.7738,4.040738
,,,,,,,,,48.5,403.4138,4.041575,,,,48.5,228.7738,4.041563
,,,,,,,,,48.51,403.4901,4.042387,,,,48.51,228.7738,4.0424
,,,,,,,,,48.52,403.5568,4.043225,,,,48.52,228.7833,4.043237
,,,,,,,,,48.53,403.6013,4.044063,,,,48.53,228.8087,4.044075
,,,,,,,,,48.54,403.6426,4.0449,,,,48.54,228.8691,4.0449
,,,,,,,,,48.55,403.6713,4.045725,,,,48.55,228.9295,4.045725
,,,,,,,,,48.56,403.6935,4.046562,,,,48.56,228.9581,4.04655
,,,,,,,,,48.57,403.6967,4.047388,,,,48.57,228.9804,4.047388
,,,,,,,,,48.58,403.7094,4.048237,,,,48.58,229.0313,4.048213
,,,,,,,,,48.59,403.7189,4.04905,,,,48.59,229.1044,4.049025
,,,,,,,,,48.6,403.7221,4.049875,,,,48.6,229.187,4.049875
,,,,,,,,,48.61,403.7221,4.0507,,,,48.61,229.2728,4.050713
,,,,,,,,,48.62,403.7285,4.051525,,,,48.62,229.3682,4.051562
,,,,,,,,,48.63,403.7539,4.052337,,,,48.63,229.454,4.052413
,,,,,,,,,48.64,403.7698,4.053175,,,,48.64,229.5208,4.05325
,,,,,,,,,48.65,403.7825,4.054012,,,,48.65,229.5653,4.054087
,,,,,,,,,48.66,403.8239,4.054875,,,,48.66,229.6225,4.0549
