S/No;C_1_Temps[s];C_1_Force[kN];C_1_Déform1[mm];C_1_Déplacement[mm];
265;26.50005504;2.50291013717651;0.674799978733063;2.20555734634399;
266;26.6000793600001;2.51179027557373;0.676999986171722;2.21380853652954;
267;26.70010368;2.52247834205627;0.67960000038147;2.22194576263428;
268;26.8000051200002;2.52683854103088;0.682500004768372;2.22995281219482;
269;26.90002944;2.53547930717468;0.685599982738495;2.23826909065247;
270;27.0000537600001;2.54505085945129;0.688799977302551;2.24679684638977;
271;27.10007808;2.55789232254028;0.691500008106232;2.25534081459045;
272;27.2001024000001;2.56414031982422;0.693899989128113;2.26381993293762;
273;27.30000384;2.57347249984741;0.696099996566772;2.27208733558655;
274;27.4000281600001;2.58131551742554;0.698800027370453;2.28024077415466;
275;27.50005248;2.59125924110413;0.702099978923798;2.28855681419373;
276;27.6000768000001;2.59928846359253;0.705200016498566;2.2964825630188;
277;27.70010112;2.60511112213135;0.708599984645844;2.30509161949158;
278;27.8000025600002;2.61542677879334;0.7117999792099;2.31353807449341;
279;27.90002688;2.62526416778564;0.714800000190735;2.32209849357605;
280;28.0000512000001;2.63066124916077;0.717499971389771;2.33072400093079;
281;28.10007552;2.64079093933105;0.720000028610229;2.33907270431519;
282;28.2000998400001;2.65283489227295;0.722699999809265;2.34740519523621;
283;28.3000012800001;2.66035914421082;0.725600004196167;2.35552620887756;
284;28.4000256000002;2.66703248023987;0.728799998760223;2.36343550682068;
285;28.50004992;2.67716217041016;0.732500016689301;2.37173557281494;
286;28.6000742400001;2.68614864349365;0.735700011253357;2.38019824028015;
287;28.70009856;2.6941511631012;0.738499999046326;2.38874220848084;
288;28.8000000000002;2.70140957832336;0.74099999666214;2.39728617668152;
289;28.9000243200001;2.71347999572754;0.743099987506866;2.40552115440369;
290;29.0000486400002;2.71948885917664;0.745599985122681;2.41382098197937;
291;29.10007296;2.7296450138092;0.748300015926361;2.42194199562073;
292;29.2000972800001;2.73690342903137;0.751299977302551;2.42996525764465;
293;29.3001216;2.74767112731934;0.754400014877319;2.43836283683777;
294;29.4000230400002;2.75261640548706;0.757200002670288;2.4468092918396;
295;29.5000473600001;2.76614904403687;0.759899973869324;2.45530462265015;
296;29.6000716800002;2.77284908294678;0.762399971485138;2.46386480331421;
297;29.700096;2.78284573554993;0.764599978923798;2.47200202941895;
298;29.8001203200001;2.7919385433197;0.767000019550323;2.48015570640564;
299;29.9000217600001;2.79991483688354;0.770099997520447;2.48821139335632;
300;30.0000460800002;2.80533862113953;0.773500025272369;2.49636483192444;
301;30.1000704000001;2.81610631942749;0.776700019836426;2.50486016273499;
302;30.2000947200002;2.82317852973938;0.779799997806549;2.51337170600891;
303;30.30011904;2.83426523208618;0.782500028610229;2.52193212509155;
304;30.4000204800002;2.84484696388245;0.784900009632111;2.53041100502014;
305;30.5000448000001;2.85399293899536;0.787299990653992;2.53872728347778;
306;30.6000691200002;2.86199569702148;0.79009997844696;2.5470597743988;
307;30.70009344;2.87196588516235;0.793200016021729;2.55534338951111;
308;30.8001177600001;2.88143086433411;0.796400010585785;2.56343173980713;
309;30.9000192000001;2.88940691947937;0.799799978733063;2.57186198234558;
310;31.0000435200002;2.89528274536133;0.803200006484985;2.58022689819336;
311;31.1000678400001;2.90724682807922;0.806400001049042;2.58870601654053;
312;31.2000921600002;2.91546225547791;0.808799982070923;2.59726619720459;
313;31.30011648;2.92290663719177;0.811299979686737;2.60553359985352;
314;31.40001792;2.93165397644043;0.813899993896484;2.61370348930359;
315;31.5000422400001;2.93776893615723;0.816999971866608;2.6219220161438;
316;31.6000665600002;2.94821763038635;0.820100009441376;2.62988018989563;
317;31.7000908800001;2.95667243003845;0.823599994182587;2.63824534416199;
318;31.8001152000002;2.96658945083618;0.826900005340576;2.64675688743591;
